sitename,regionnumb,trendsite,rookery,month,day,year,pupcount,counttype,source,replicate,counter,comments
AMAK+ROCKS,9,1,0,7,5,2011,2,3,1,N,LF,
AMLIA/CAPE MISTY,10,0,0,7,9,2011,0,3,1,N,LF,
AMLIA/EAST CAPE,10,1,0,7,9,2011,0,3,1,N,LF,
AMLIA/SVIECH. HARBOR,10,0,0,7,9,2011,35,3,1,N,LF,
AMUKTA+ROCKS,10,1,0,7,9,2011,1,3,1,N,LF,
ANAGAKSIK,10,1,0,7,11,2011,0,3,1,N,LF,
ATKA/NORTH CAPE,10,1,0,7,11,2011,0,3,1,N,LF,
ATKINS,8,1,1,6,30,2011,377,3,1,N,LF,2 dead pups
ATTU/CAPE WRANGELL,11,0,1,7,16,2011,28,3,1,N,LF,1 dead pups
ATTU/CHICHAGOF POINT,11,0,0,7,16,2011,0,3,1,N,LF,
ATTU/CHIRIKOF POINT,11,0,0,7,16,2011,0,3,1,N,LF,
BIRD,8,1,0,7,1,2011,2,3,1,N,LF,
BOBROF,10,0,0,7,11,2011,0,3,1,N,LF,
BOGOSLOF/FIRE ISLAND,9,1,1,7,3,2011,324,3,1,N,LF,7 dead pups
CAPE HINCHINBROOK,6,0,0,6,27,2011,0,3,1,N,LF,
CAPE RESURRECTION,6,0,0,6,28,2011,2,3,1,N,LF,
CAPE ST. ELIAS,6,1,0,6,27,2011,26,3,1,N,LF,
CARLISLE,10,1,0,7,3,2011,0,3,1,N,LF,
CATON,8,0,0,7,1,2011,1,3,1,N,LF,
CHAGULAK,10,1,0,7,9,2011,0,3,1,N,LF,
CHERNABURA,8,1,1,6,30,2011,251,3,1,N,LF,1 dead pups
CHIRIKOF,7,1,1,6,30,2011,184,3,1,N,LF,2 dead pups
CHISWELL ISLANDS,6,1,1,6,28,2011,83,3,1,N,LF,3 dead pups
CHOWIET,7,1,1,6,30,2011,451,3,1,N,LF,6 dead pups
CHUGINADAK,10,1,0,7,3,2011,0,3,1,N,LF,
CHUGUL,10,0,0,7,11,2011,0,3,1,N,LF,
CLUBBING ROCKS NORTH,8,1,1,6,30,2011,277,3,1,N,LF,2 dead pups
CLUBBING ROCKS SOUTH,8,1,1,6,30,2011,553,3,1,N,LF,2 dead pups
FENIMORE,10,0,0,7,11,2011,0,3,1,N,LF,
GLACIER,6,1,0,6,27,2011,5,3,1,N,LF,
GREAT SITKIN,10,0,0,7,11,2011,0,3,1,N,LF,
HERBERT,10,1,0,7,9,2011,3,3,1,N,LF,
HOOK POINT,6,0,0,6,27,2011,0,3,1,N,LF,
JUDE,8,0,1,6,30,2011,295,3,1,N,LF,4 dead pups
KAGAMIL,10,1,0,7,3,2011,0,3,1,N,LF,
KANAGA/CAPE MIGA,10,0,0,7,11,2011,0,3,1,N,LF,
KANAGA/SHIP ROCK,10,0,1,7,11,2011,206,3,1,N,LF,7 dead pups
KASATOCHI/NORTH POINT,10,1,1,7,11,2011,375,3,1,N,LF,3 dead pups
KILOKAK ROCKS,7,0,0,6,30,2011,3,3,1,N,LF,
KODIAK/CAPE CHINIAK,7,1,0,6,28,2011,1,3,1,N,LF,
KODIAK/CAPE UGAT,7,0,0,6,30,2011,0,3,1,N,LF,
KUPREANOF POINT,8,0,0,6,30,2011,0,3,1,N,LF,
LATAX ROCKS,7,1,0,6,28,2011,18,3,1,N,LF,
LIGHTHOUSE ROCKS,8,0,1,6,30,2011,8,3,1,N,LF,
LITTLE TANAGA STRAIT,10,1,0,7,11,2011,0,3,1,N,LF,
MARMOT,7,1,1,6,28,2011,527,3,1,N,LF,4 dead pups
MITROFANIA,8,0,0,6,30,2011,3,3,1,N,LF,
NAGAI ROCKS,7,0,0,6,30,2011,8,3,1,N,LF,
NATOA (GROTTO),6,0,0,6,28,2011,0,3,1,N,LF,
OGCHUL,9,1,1,7,3,2011,109,3,1,N,LF,
OGLODAK,10,0,0,7,11,2011,0,3,1,N,LF,
OLD MAN ROCKS,9,0,0,7,1,2011,0,3,1,N,LF,
OLGA ROCKS NE,8,0,0,7,1,2011,0,3,1,N,LF,
OLGA ROCKS SW,8,0,0,7,1,2011,1,3,1,N,LF,
OUTER (PYE),7,0,1,6,28,2011,143,3,1,N,LF,
PERL,7,0,0,6,28,2011,1,3,1,N,LF,
PINNACLE ROCK,8,1,1,7,1,2011,757,3,1,N,LF,5 dead pups
POINT ELRINGTON,6,1,0,6,28,2011,2,3,1,N,LF,
POLIVNOI ROCK,9,0,0,7,3,2011,0,3,1,N,LF,
PROCESSION ROCKS,6,0,0,6,28,2011,0,3,1,N,LF,
SAGIGIK,10,1,0,7,9,2011,0,3,1,N,LF,
SEA LION ROCK (AMAK),9,1,1,7,5,2011,201,3,1,N,LF,3 dead pups
SEA LION ROCKS (SHUMAGINS),8,1,0,6,30,2011,1,3,1,N,LF,
SEAL ROCKS,6,1,1,6,27,2011,726,3,1,N,LF,80 dead pups
SEGUAM/SADDLERIDGE,10,1,1,7,9,2011,510,3,1,N,LF,15 dead pups
SEGUAM/TURF POINT,10,1,0,7,9,2011,0,3,1,N,LF,
SEGUAM/WHARF POINT,10,1,0,7,9,2011,0,3,1,N,LF,
SHAKUN ROCKS,7,0,0,6,30,2011,1,3,1,N,LF,
SHEMYA,11,0,0,7,16,2011,0,3,1,N,LF,
SILAK,10,1,0,7,11,2011,0,3,1,N,LF,
SOUTH ROCKS,8,0,1,7,1,2011,71,3,1,N,LF,1 dead pups
SUGARLOAF,7,1,1,6,28,2011,776,3,1,N,LF,6 dead pups
SUSHILNOI ROCKS,8,0,0,7,1,2011,28,3,1,N,LF,
SUTWIK,7,1,0,6,30,2011,23,3,1,N,LF,
TAGALAK,10,0,0,7,11,2011,2,3,1,N,LF,
TANADAK (AMLIA),10,1,0,7,9,2011,1,3,1,N,LF,
TANAGA/CAPE SUDAK,10,,,7,11,2011,0,3,1,N,LF,
TANAGA/CAPE SASMIK,10,0,0,7,11,2011,1,3,1,N,LF,
THE NEEDLE,6,1,0,6,28,2011,30,3,1,N,LF,
THE PILLARS,9,0,0,7,3,2011,1,3,1,N,LF,
THE WHALEBACK,8,0,0,6,30,2011,52,3,1,N,LF,
TIGALDA/ROCKS NE,9,0,0,7,4,2011,0,3,1,N,LF,
TIGALDA/SOUTH SIDE,9,0,0,7,1,2011,0,3,1,N,LF,
TWOHEADED,7,1,0,6,28,2011,53,3,1,N,LF,
UGAMAK/NORTH,9,1,1,7,4,2011,482,3,1,N,LF,10 dead pups
UGAMAK/ROUND,9,1,1,7,4,2011,157,3,1,N,LF,
UGAMAK/UGAMAK BAY,9,1,1,7,5,2011,330,3,1,N,LF,9 dead pups
ULIAGA,10,0,0,7,3,2011,0,3,1,N,LF,
UMNAK/CAPE ASLIK,9,1,0,7,3,2011,0,3,1,N,LF,
UNALASKA/BISHOP POINT,9,0,0,7,3,2011,1,3,1,N,LF,
UNALASKA/CAPE IZIGAN,9,0,0,7,4,2011,34,3,1,N,LF,
UNGA/ACHEREDIN POINT,8,0,0,6,30,2011,0,3,1,N,LF,
UNIMAK/OKSENOF POINT,9,0,0,7,5,2011,0,3,1,N,LF,
USHAGAT/SW,7,1,1,6,28,2011,84,3,1,N,LF,3 dead pups
VSEVIDOF,9,1,0,7,3,2011,0,3,1,N,LF,
WOODED (FISH),6,1,1,6,28,2011,225,3,1,N,LF,
WOSNESENSKI,8,0,0,7,1,2011,0,3,1,N,LF,
YUNASKA,10,1,1,7,9,2011,165,3,1,N,LF,
ADAK/CAPE YAKAK,10,1,0,7,11,2011,0,3,1,N,SF,
ADAK/LAKE POINT,10,1,1,7,11,2011,305,3,1,N,KS,
ADUGAK,9,1,1,7,3,2011,247,3,1,N,KS,
AGATTU/CAPE SABAK,11,1,1,7,16,2011,74,3,1,N,KS,
AGATTU/GILLON POINT,11,1,1,7,16,2011,83,3,1,N,KS,
AGLIGADAK,10,1,0,7,9,2011,0,3,1,N,KS,
AIKTAK,9,0,0,7,4,2011,1,3,1,N,KS,
AKUTAN/CAPE MORGAN,9,1,1,7,4,2011,727,3,1,N,KS,
AKUTAN/REEF-LAVA,9,1,0,7,4,2011,21,3,1,N,KS,
AMAK+ROCKS,9,1,0,7,5,2011,0,3,1,N,KS,
AMLIA/CAPE MISTY,10,0,0,7,9,2011,0,3,1,N,KS,
AMLIA/EAST CAPE,10,1,0,7,9,2011,0,3,1,N,KS,
AMLIA/SVIECH. HARBOR,10,0,0,7,9,2011,35,3,1,N,KS,
AMUKTA+ROCKS,10,1,0,7,9,2011,0,3,1,N,KS,
ANAGAKSIK,10,1,0,7,11,2011,0,3,1,N,SF,
ATKA/NORTH CAPE,10,1,0,7,11,2011,0,3,1,N,SF,
ATKINS,8,1,1,6,30,2011,382,3,1,N,SF,
ATTU/CAPE WRANGELL,11,0,1,7,16,2011,26,3,1,N,KS,
ATTU/CHICHAGOF POINT,11,0,0,7,16,2011,0,3,1,N,KS,
ATTU/CHIRIKOF POINT,11,0,0,7,16,2011,0,3,1,N,KS,
BIRD,8,1,0,7,1,2011,2,3,1,N,KS,
BOBROF,10,0,0,7,11,2011,0,3,1,N,SF,
BOGOSLOF/FIRE ISLAND,9,1,1,7,3,2011,322,3,1,N,KS,
CAPE HINCHINBROOK,6,0,0,6,27,2011,0,3,1,N,SF,
CAPE RESURRECTION,6,0,0,6,28,2011,0,3,1,N,SF,
CAPE ST. ELIAS,6,1,0,6,27,2011,26,3,1,N,SF,
CARLISLE,10,1,0,7,3,2011,0,3,1,N,KS,
CATON,8,0,0,7,1,2011,0,3,1,N,KS,
CHAGULAK,10,1,0,7,9,2011,0,3,1,N,KS,
CHERNABURA,8,1,1,6,30,2011,248,3,1,N,SF,
CHIRIKOF,7,1,1,6,30,2011,187,3,1,N,SF,
CHISWELL ISLANDS,6,1,1,6,28,2011,84,3,1,N,SF,
CHOWIET,7,1,1,6,30,2011,455,3,1,N,SF,
CHUGINADAK,10,1,0,7,3,2011,0,3,1,N,KS,
CHUGUL,10,0,0,7,11,2011,0,3,1,N,SF,
CLUBBING ROCKS NORTH,8,1,1,6,30,2011,288,3,1,N,SF,
CLUBBING ROCKS SOUTH,8,1,1,6,30,2011,538,3,1,N,SF,
FENIMORE,10,0,0,7,11,2011,0,3,1,N,SF,
GLACIER,6,1,0,6,27,2011,5,3,1,N,SF,
GREAT SITKIN,10,0,0,7,11,2011,0,3,1,N,SF,
HERBERT,10,1,0,7,9,2011,3,3,1,N,KS,
HOOK POINT,6,0,0,6,27,2011,0,3,1,N,SF,
JUDE,8,0,1,6,30,2011,306,3,1,N,SF,
KAGAMIL,10,1,0,7,3,2011,0,3,1,N,KS,
KANAGA/CAPE MIGA,10,0,0,7,11,2011,0,3,1,N,SF,
KANAGA/SHIP ROCK,10,0,1,7,11,2011,211,3,1,N,SF,
KASATOCHI/NORTH POINT,10,1,1,7,11,2011,371,3,1,N,SF,
KILOKAK ROCKS,7,0,0,6,30,2011,1,3,1,N,SF,
KODIAK/CAPE CHINIAK,7,1,0,6,28,2011,0,3,1,N,SF,
KODIAK/CAPE UGAT,7,0,0,6,30,2011,0,3,1,N,SF,
KUPREANOF POINT,8,0,0,6,30,2011,0,3,1,N,SF,
LATAX ROCKS,7,1,0,6,28,2011,18,3,1,N,SF,
LIGHTHOUSE ROCKS,8,0,1,6,30,2011,10,3,1,N,SF,
LITTLE TANAGA STRAIT,10,1,0,7,11,2011,0,3,1,N,SF,
MARMOT,7,1,1,6,28,2011,522,3,1,N,SF,
MITROFANIA,8,0,0,6,30,2011,2,3,1,N,SF,
NAGAI ROCKS,7,0,0,6,30,2011,7,3,1,N,SF,
NATOA (GROTTO),6,0,0,6,28,2011,0,3,1,N,SF,
OGCHUL,9,1,1,7,3,2011,109,3,1,N,KS,
OGLODAK,10,0,0,7,11,2011,0,3,1,N,SF,
OLD MAN ROCKS,9,0,0,7,1,2011,0,3,1,N,KS,
OLGA ROCKS NE,8,0,0,7,1,2011,0,3,1,N,KS,
OLGA ROCKS SW,8,0,0,7,1,2011,1,3,1,N,KS,
OUTER (PYE),7,0,1,6,28,2011,147,3,1,N,SF,
PERL,7,0,0,6,28,2011,0,3,1,N,SF,
PINNACLE ROCK,8,1,1,7,1,2011,739,3,1,N,KS,
POINT ELRINGTON,6,1,0,6,28,2011,2,3,1,N,SF,
POLIVNOI ROCK,9,0,0,7,3,2011,0,3,1,N,KS,
PROCESSION ROCKS,6,0,0,6,28,2011,0,3,1,N,SF,
SAGIGIK,10,1,0,7,9,2011,0,3,1,N,KS,
SEA LION ROCK (AMAK),9,1,1,7,5,2011,199,3,1,N,KS,
SEA LION ROCKS (SHUMAGINS),8,1,0,6,30,2011,0,3,1,N,SF,
SEAL ROCKS,6,1,1,6,27,2011,729,3,1,N,KS,
SEGUAM/SADDLERIDGE,10,1,1,7,9,2011,499,3,1,N,KS,
SEGUAM/TURF POINT,10,1,0,7,9,2011,0,3,1,N,KS,
SEGUAM/WHARF POINT,10,1,0,7,9,2011,0,3,1,N,KS,
SHAKUN ROCKS,7,0,0,6,30,2011,1,3,1,N,SF,
SHEMYA,11,0,0,7,16,2011,0,3,1,N,KS,
SILAK,10,1,0,7,11,2011,0,3,1,N,SF,
SOUTH ROCKS,8,0,1,7,1,2011,70,3,1,N,KS,
SUGARLOAF,7,1,1,6,28,2011,758,3,1,N,SF,
SUSHILNOI ROCKS,8,0,0,7,1,2011,26,3,1,N,KS,
SUTWIK,7,1,0,6,30,2011,24,3,1,N,SF,
TAGALAK,10,0,0,7,11,2011,2,3,1,N,SF,
TANADAK (AMLIA),10,1,0,7,9,2011,0,3,1,N,KS,
TANAGA/CAPE SUDAK,10,,,7,11,2011,0,3,1,N,SF,
TANAGA/CAPE SASMIK,10,0,0,7,11,2011,2,3,1,N,SF,
THE NEEDLE,6,1,0,6,28,2011,31,3,1,N,SF,
THE PILLARS,9,0,0,7,3,2011,1,3,1,N,KS,
THE WHALEBACK,8,0,0,6,30,2011,53,3,1,N,SF,
TIGALDA/ROCKS NE,9,0,0,7,4,2011,0,3,1,N,KS,
TIGALDA/SOUTH SIDE,9,0,0,7,1,2011,0,3,1,N,KS,
TWOHEADED,7,1,0,6,28,2011,52,3,1,N,SF,
UGAMAK/NORTH,9,1,1,7,4,2011,486,3,1,N,KS,
UGAMAK/ROUND,9,1,1,7,4,2011,151,3,1,N,KS,
UGAMAK/UGAMAK BAY,9,1,1,7,5,2011,332,3,1,N,KS,
ULIAGA,10,0,0,7,3,2011,0,3,1,N,KS,
UMNAK/CAPE ASLIK,9,1,0,7,3,2011,0,3,1,N,KS,
UNALASKA/BISHOP POINT,9,0,0,7,3,2011,1,3,1,N,KS,
UNALASKA/CAPE IZIGAN,9,0,0,7,4,2011,34,3,1,N,KS,
UNGA/ACHEREDIN POINT,8,0,0,6,30,2011,0,3,1,N,SF,
UNIMAK/OKSENOF POINT,9,0,0,7,5,2011,1,3,1,N,KS,
USHAGAT/SW,7,1,1,6,28,2011,84,3,1,N,SF,
VSEVIDOF,9,1,0,7,3,2011,0,3,1,N,KS,
WOODED (FISH),6,1,1,6,28,2011,225,3,1,N,SF,
WOSNESENSKI,8,0,0,7,1,2011,0,3,1,N,KS,
YUNASKA,10,1,1,7,9,2011,168,3,1,N,KS,
AKUN/BILLINGS HEAD,9,1,1,6,30,2011,134,5,1,N,RT,4 dead pups
AKUN/BILLINGS HEAD,9,1,1,6,30,2011,137,5,1,N,JTS,
ATTU/CAPE WRANGELL,11,0,1,6,24,2011,24,6,1,N,JTS,
ATTU/CAPE WRANGELL,11,0,1,6,24,2011,20,6,2,N,TG,
ATTU/CAPE WRANGELL,11,0,1,6,24,2011,22,6,3,N,TG,
ATTU/CAPE WRANGELL,11,0,1,6,24,2011,20,6,4,N,MT,
ATTU/CAPE WRANGELL,11,0,1,6,24,2011,25,6,5,N,MT,
ATTU/CAPE WRANGELL,11,0,1,6,24,2011,16,6,6,N,JO,
ATTU/CAPE WRANGELL,11,0,1,6,24,2011,22,6,7,N,JO,
KISKA/CAPE ST STEPHEN,10,1,1,6,26,2011,36,6,8,N,TG,
KISKA/CAPE ST STEPHEN,10,1,1,6,26,2011,37,6,9,N,TG,
KISKA/CAPE ST STEPHEN,10,1,1,6,26,2011,41,6,10,N,RT,
KISKA/CAPE ST STEPHEN,10,1,1,6,26,2011,42,6,11,N,RT,
KISKA/CAPE ST STEPHEN,10,1,1,6,26,2011,44,6,12,N,RT,
KISKA/CAPE ST STEPHEN,10,1,1,6,26,2011,35,6,13,N,JTS,
KISKA/CAPE ST STEPHEN,10,1,1,6,26,2011,39,6,14,N,JO,
KISKA/CAPE ST STEPHEN,10,1,1,6,26,2011,41,6,15,N,JO,
AGATTU/CAPE SABAK,11,1,1,6,22,2011,60,6,16,N,TG,
AGATTU/CAPE SABAK,11,1,1,6,22,2011,58,6,17,N,TG,
AGATTU/CAPE SABAK,11,1,1,6,22,2011,64,6,18,N,RT,
AGATTU/CAPE SABAK,11,1,1,6,22,2011,67,6,19,N,RT,
AGATTU/CAPE SABAK,11,1,1,6,22,2011,62,6,20,N,MT,
AGATTU/CAPE SABAK,11,1,1,6,22,2011,59,6,21,N,MT,
TAG,10,1,1,6,22,2012,48,5,1,N,,"2 dead, partial count"
TAG,10,1,1,6,22,2012,52,5,1,N,,"3 dead, partial count"
TAG,10,1,1,6,22,2012,48,5,1,N,,"4 dead, partial count"
TAG,10,1,1,6,22,2012,49,5,1,N,,"5 dead, partial count"
AMCHITKA/EAST CAPE,10,1,0,6,23,2012,7,7,1,N,,
AMCHITKA/EAST CAPE,10,1,0,6,23,2012,8,7,1,N,,
AMCHITKA/EAST CAPE,10,1,0,6,23,2012,9,7,1,N,,
AMCHITKA/COLUMN ROCK,10,0,1,6,23,2012,14,7,1,N,,
AMCHITKA/COLUMN ROCK,10,0,1,6,23,2012,15,7,1,N,,
AMCHITKA/COLUMN ROCK,10,0,1,6,23,2012,17,7,1,N,,
AYUGADAK,10,1,1,6,23,2012,49,5,1,N,,2 dead
AYUGADAK,10,1,1,6,23,2012,47,5,1,N,,2 dead
AYUGADAK,10,1,1,6,23,2012,47,5,1,N,,2 dead
AYUGADAK,10,1,1,6,23,2012,50,5,1,N,,2 dead
KISKA/CAPE ST STEPHEN,10,1,1,6,23,2012,44,5,1,N,,
KISKA/CAPE ST STEPHEN,10,1,1,6,23,2012,47,5,1,N,RT,
KISKA/CAPE ST STEPHEN,10,1,1,6,23,2012,45,5,1,N,,
AGATTU/GILLON POINT,11,1,1,6,24,2012,61,5,1,N,,
AGATTU/GILLON POINT,11,1,1,6,24,2012,66,5,1,N,,
ATTU/CAPE WRANGELL,11,0,1,6,25,2012,22,5,1,N,BF,
ATTU/CAPE WRANGELL,11,0,1,6,25,2012,26,5,1,N,RT,
ATTU/CHICHAGOF POINT,11,0,0,6,25,2012,0,7,1,N,,"Counted again next am, haulout."
ATTU/CHIRIKOF POINT,11,0,0,6,26,2012,0,7,1,N,,
AGATTU/CAPE SABAK,11,1,1,6,26,2012,69,5,1,N,,"Spook count, RT only count, + 2 dead"
ALAID,11,1,0,6,27,2012,7,7,1,N,,
BULDIR,11,0,1,6,27,2012,0,7,1,N,,"Not sure which site, NEED TO CHECK"
SEMISOPOCHNOI/POCHNOI,10,0,0,6,28,2012,3,7,1,N,,
ULAK/HASGOX POINT,10,1,1,6,29,2012,116,5,1,N,BF,"+ 4 dead, found when work up pups"
ULAK/HASGOX POINT,10,1,1,6,29,2012,125,5,1,N,RT,"+ 4 dead, found when work up pups"
KAGALASKA,10,0,0,6,30,2012,0,7,1,N,,
SILAK,10,1,0,6,30,2012,0,7,1,N,,
LITTLE TANAGA STRAIT,10,1,0,6,30,2012,0,7,1,N,,
WALRUS,12,0,1,7,15,2010,14,6,1,N,RRR,Tiglax trip; cliff count supplemented by skiff and vessel observations
AGATTU/CAPE SABAK,11,1,1,6,26,2013,55,6,,n,BF,"Non-pups BF:173/170 RT:158/160 JT:172  Pups BF:53/56, 2 dead RT:61/62, 2 dead  JT:56, 2 dead"
AGATTU/CAPE SABAK,11,1,1,6,26,2013,58,6,,n,BF,See comment above for 2 dead included to live for each count. Rt 2/11/14
AGATTU/CAPE SABAK,11,1,1,6,26,2013,63,6,,n,RT,
AGATTU/CAPE SABAK,11,1,1,6,26,2013,64,6,,n,RT,
AGATTU/CAPE SABAK,11,1,1,6,26,2013,58,6,,n,JTS,
ATTU/CAPE WRANGELL,11,0,1,6,23,2013,32,5,,n,RT/JH/JS,"Ground count, incl 2 dead, spook counts"
AGATTU/GILLON POINT,11,1,1,6,24,2013,99,5,,n,JTS,ground count
AGATTU/GILLON POINT,11,1,1,6,24,2013,103,5,,n,JTS,"incl 2 dead, spook counts"
AGATTU/GILLON POINT,11,1,1,6,24,2013,100,5,,n,RT,"incl 2 dead, spook counts"
AGATTU/GILLON POINT,11,1,1,6,24,2013,106,5,,n,RT,"incl 2 dead, spook counts"
KISKA/CAPE ST STEPHEN,10,1,1,6,27,2013,57,6,,n,RT,Cliff count counting from 2 vantage points
KISKA/CAPE ST STEPHEN,10,1,1,6,27,2013,58,6,,n,RT,Cliff count counting from 2 vantage points
KISKA/CAPE ST STEPHEN,10,1,1,6,27,2013,54,6,,n,JTS,Cliff count counting from 2 vantage points
KISKA/CAPE ST STEPHEN,10,1,1,6,27,2013,55,6,,n,JTS,Cliff count counting from 2 vantage points
KISKA/CAPE ST STEPHEN,10,1,1,6,27,2013,51,6,,n,BF,Cliff count counting from 2 vantage points
KISKA/CAPE ST STEPHEN,10,1,1,6,27,2013,54,6,,n,BF,Cliff count counting from 2 vantage points
KISKA/LIEF COVE,10,1,1,6,27,2013,62,6,,n,BF,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
KISKA/LIEF COVE,10,1,1,6,27,2013,66,6,,n,BF,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
KISKA/LIEF COVE,10,1,1,6,27,2013,70,6,,n,JH,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
KISKA/LIEF COVE,10,1,1,6,27,2013,71,6,,n,JH,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
KISKA/LIEF COVE,10,1,1,6,27,2013,69,6,,n,RT,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
KISKA/LIEF COVE,10,1,1,6,27,2013,69,6,,n,RT,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
KISKA/LIEF COVE,10,1,1,6,27,2013,65,6,,n,JTS,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
KISKA/LIEF COVE,10,1,1,6,27,2013,67,6,,n,JTS,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
KISKA/PILLAR ROCK,10,0,0,6,21,2013,0,8,,n,BF/RT/JS,
KISKA/SIRIUS POINT,10,0,0,6,21,2013,0,8,,n,BF/RT/JS,
KISKA/WITCHCRAFT POINT,10,0,0,6,21,2013,0,8,,n,BF/RT/JS,
KISKA/WOLF POINT,10,0,0,6,21,2013,0,8,,n,BF/RT/JS,NP looked at vessel
LITTLE SITKIN,10,0,0,6,21,2013,0,8,,n,BF/RT/JTS,
SEGULA/GULA POINT,10,0,0,6,21,2013,0,8,,n,BF/RT/JTS,
ATTU/CHICHAGOF POINT,11,0,0,6,23,2013,0,7,,n,BF/RT/JTS,All sea lions were on Gibson Island rocks
ATTU/CHIRIKOF POINT,11,0,0,6,23,2013,0,8,,n,BF/RT/JRH,
ATTU/KRESTA POINT,11,0,0,6,23,2013,0,8,,n,BF/JS,
ALAID,11,1,0,6,26,2013,13,7,,n,RT,"BF:70/72 RT:72/75 non pups, plus 4 AM on haulout; pups BF:12 RT:13. Caught our wind and became alert to our presence; 4 AM on haulout went into water."
ALAID,11,1,0,6,26,2013,12,7,,n,BF,
NIZKI,11,0,0,6,26,2013,0,8,,n,BF/RT/JTS,
SHEMYA,11,0,0,6,26,2013,0,7,,n,BF/RTJSJH,
BULDIR/EAST CAPE,11,0,1,6,27,2013,0,8,,n,BF/RT/JTS,
BULDIR/NW ROCKS,11,1,1,6,27,2013,0,7,,n,BF/RT/JTS,"On offshore rocks near largest, farthest rock with bird colonies. Four sea lions were on cobbles under cave. No sea lions on former rookery beach"
BULDIR/ROOKERY,11,1,1,6,27,2013,0,8,,n,BF/RT/JTS,
AYUGADAK,10,1,1,6,28,2013,50,6,,n,BF,"Non-pups BF 109/109, JRH 113/116, RT 112/113, JTS 114. Pups BF 50/51, JRH 49/52, RT 48/48, JTS 53"
AYUGADAK,10,1,1,6,28,2013,51,6,,n,BF,
AYUGADAK,10,1,1,6,28,2013,49,6,,n,JH,
AYUGADAK,10,1,1,6,28,2013,52,6,,n,JH,
AYUGADAK,10,1,1,6,28,2013,46,6,,n,RT,
AYUGADAK,10,1,1,6,28,2013,46,6,,n,RT,
AYUGADAK,10,1,1,6,28,2013,53,6,,n,JTS,
KISKA/GERTRUDE-BUKHTI,10,0,0,6,28,2013,0,8,,n,BF/RT,
HAWADAX (RAT),10,0,0,6,28,2013,0,6,,n,BF/RT/JTS,
TWIN ROCKS (KISKA),10,0,0,6,28,2013,0,8,,n,BF/RT,
THE PILLARS,9,0,0,7,6,2013,1,8,,n,BF/RT/JTS,
VSEVIDOF,9,1,0,7,6,2013,0,6,,n,BF/RT/JTS,
EGG,9,0,0,7,8,2013,0,7,,n,BF/RT/JTS,
INNER SIGNAL,9,0,0,7,8,2013,0,7,,n,BF/RT/JTS,
OLD MAN ROCKS,9,0,0,7,8,2013,3,7,,n,BF/RT/JTS,
OUTER SIGNAL,9,0,0,7,8,2013,0,7,,n,BF/RT/JTS,
AIALIK CAPE,6,0,0,6,25,2013,0,3,1,n,KLS,
AIUGNAK COLUMNS,7,0,0,7,8,2013,0,3,1,n,KLS,
ATKINS,8,1,1,7,9,2013,253,3,1,n,KLS,
BENJAMIN,5,0,0,6,23,2013,0,3,1,n,KLS,
BIALI ROCK,5,1,1,6,23,2013,183,3,1,n,KLS,
BIRD,8,1,0,7,9,2013,0,3,1,n,KLS,
CAPE ADDINGTON,5,0,0,6,23,2013,3,3,1,n,KLS,
CAPE BARTOLOME,5,0,0,6,23,2013,0,3,1,n,KLS,
CAPE FAIRFIELD,6,0,0,6,25,2013,0,3,1,n,KLS,
CAPE GULL,7,0,0,6,28,2013,0,3,1,n,KLS,
CAPE HINCHINBROOK,6,0,0,6,25,2013,0,3,1,n,KLS,
CAPE OMMANEY,5,0,0,6,22,2013,2,3,1,n,KLS,
CAPE RESURRECTION,6,0,0,6,25,2013,0,3,1,n,KLS,
CAPE ST. ELIAS,6,1,0,6,25,2013,42,3,1,n,KLS,
CASTLE ROCK,8,1,0,7,9,2013,0,3,1,n,KLS,
CATON,8,0,0,7,9,2013,0,3,1,n,KLS,
CHERNABURA,8,1,1,7,9,2013,245,3,1,n,KLS,
CHIRIKOF,7,1,1,7,8,2013,195,3,1,n,KLS,
CHISWELL ISLANDS,6,1,1,6,25,2013,77,3,1,n,KLS,
CHOWIET,7,1,1,7,8,2013,612,3,1,n,KLS,
CLUBBING ROCKS NORTH,8,1,1,7,9,2013,294,3,1,n,KLS,
CLUBBING ROCKS SOUTH,8,1,1,7,9,2013,600,3,1,n,KLS,
CORONATION,5,1,0,6,22,2013,0,3,1,n,KLS,
EASTERLY,5,0,0,6,23,2013,2,3,1,n,KLS,
FORRESTER/C HORN RK,5,1,1,6,23,2013,267,3,1,n,KLS,
FORRESTER/FORRESTER ISLAND,5,1,0,6,23,2013,0,3,1,n,KLS,
FORRESTER/LOWRIE,5,1,1,6,23,2013,1873,3,1,n,KLS,
FORRESTER/NORTH RK,5,1,1,6,23,2013,573,3,1,n,KLS,
FORRESTER/SEA LION RK,5,1,1,6,23,2013,499,3,1,n,KLS,
GLACIER,6,1,0,6,25,2013,6,3,1,n,KLS,
